X,Y,id,InstallationOrAircraftOperatorID,AccountHolderName,NationalAdministrator,NationalAdministratorCode,AccountTypeCode,AccountTypeCodeLookup,AccountStatus,CompanyRegistrationNo,ContactName,ContactAddress1,ContactAddress2,ContactCity,ContactZipCode,ContactCountryCode,ContactCountryCodeLookup,ContactRelationshipTypeCode,ContactRelationshipTypeCodeLookup,ContactTelephone1,ContactTelephone2,ContactEmailAddress,InstallationNameOrAircraftOperatorCode,ParentCompany,SubsidiaryCompany,EPRTRIdentification,FirstYearOfEmissions,LastYearOfEmissions,PermitOrPlanDate,PermitOrPlanID,Latitude,Longitude,Address1,Address2,City,ZipCode,Country,MainActivityTypeCode,MainActivityTypeCodeLookup,FreeAllocations_2005,ETSPhase_2005,AllowanceInAllocation_2005,UnitsSurrendered_2005,CumulativeSurrenderedUnits_2005,CumulativeVerifiedEmissions_2005,SurrenderedAllowances_2005,VerifiedEmissions_2005,ComplianceCode_2005,FreeAllocations_2006,ETSPhase_2006,AllowanceInAllocation_2006,UnitsSurrendered_2006,CumulativeSurrenderedUnits_2006,CumulativeVerifiedEmissions_2006,SurrenderedAllowances_2006,VerifiedEmissions_2006,ComplianceCode_2006,FreeAllocations_2007,ETSPhase_2007,AllowanceInAllocation_2007,UnitsSurrendered_2007,CumulativeSurrenderedUnits_2007,CumulativeVerifiedEmissions_2007,SurrenderedAllowances_2007,VerifiedEmissions_2007,ComplianceCode_2007,FreeAllocations_2008,ETSPhase_2008,AllowanceInAllocation_2008,UnitsSurrendered_2008,CumulativeSurrenderedUnits_2008,CumulativeVerifiedEmissions_2008,SurrenderedAllowances_2008,VerifiedEmissions_2008,ComplianceCode_2008,FreeAllocations_2009,ETSPhase_2009,AllowanceInAllocation_2009,UnitsSurrendered_2009,CumulativeSurrenderedUnits_2009,CumulativeVerifiedEmissions_2009,SurrenderedAllowances_2009,VerifiedEmissions_2009,ComplianceCode_2009,FreeAllocations_2010,ETSPhase_2010,AllowanceInAllocation_2010,UnitsSurrendered_2010,CumulativeSurrenderedUnits_2010,CumulativeVerifiedEmissions_2010,SurrenderedAllowances_2010,VerifiedEmissions_2010,ComplianceCode_2010,FreeAllocations_2011,ETSPhase_2011,AllowanceInAllocation_2011,UnitsSurrendered_2011,CumulativeSurrenderedUnits_2011,CumulativeVerifiedEmissions_2011,SurrenderedAllowances_2011,VerifiedEmissions_2011,ComplianceCode_2011,FreeAllocations_2012,ETSPhase_2012,AllowanceInAllocation_2012,UnitsSurrendered_2012,CumulativeSurrenderedUnits_2012,CumulativeVerifiedEmissions_2012,SurrenderedAllowances_2012,VerifiedEmissions_2012,ComplianceCode_2012,FreeAllocations_2013,ETSPhase_2013,AllowanceInAllocation_2013,UnitsSurrendered_2013,CumulativeSurrenderedUnits_2013,CumulativeVerifiedEmissions_2013,SurrenderedAllowances_2013,VerifiedEmissions_2013,ComplianceCode_2013,FreeAllocations_2014,ETSPhase_2014,AllowanceInAllocation_2014,UnitsSurrendered_2014,CumulativeSurrenderedUnits_2014,CumulativeVerifiedEmissions_2014,SurrenderedAllowances_2014,VerifiedEmissions_2014,ComplianceCode_2014,FreeAllocations_2015,ETSPhase_2015,AllowanceInAllocation_2015,UnitsSurrendered_2015,CumulativeSurrenderedUnits_2015,CumulativeVerifiedEmissions_2015,SurrenderedAllowances_2015,VerifiedEmissions_2015,ComplianceCode_2015,FreeAllocations_2016,ETSPhase_2016,AllowanceInAllocation_2016,UnitsSurrendered_2016,CumulativeSurrenderedUnits_2016,CumulativeVerifiedEmissions_2016,SurrenderedAllowances_2016,VerifiedEmissions_2016,ComplianceCode_2016,FreeAllocations_2017,ETSPhase_2017,AllowanceInAllocation_2017,UnitsSurrendered_2017,CumulativeSurrenderedUnits_2017,CumulativeVerifiedEmissions_2017,SurrenderedAllowances_2017,VerifiedEmissions_2017,ComplianceCode_2017,FreeAllocations_2018,ETSPhase_2018,AllowanceInAllocation_2018,UnitsSurrendered_2018,CumulativeSurrenderedUnits_2018,CumulativeVerifiedEmissions_2018,SurrenderedAllowances_2018,VerifiedEmissions_2018,ComplianceCode_2018,FreeAllocations_2019,ETSPhase_2019,AllowanceInAllocation_2019,UnitsSurrendered_2019,CumulativeSurrenderedUnits_2019,CumulativeVerifiedEmissions_2019,SurrenderedAllowances_2019,VerifiedEmissions_2019,ComplianceCode_2019,FreeAllocations_2020,ETSPhase_2020,AllowanceInAllocation_2020,UnitsSurrendered_2020,CumulativeSurrenderedUnits_2020,CumulativeVerifiedEmissions_2020,SurrenderedAllowances_2020,VerifiedEmissions_2020,ComplianceCode_2020
7.65806561244,48.5143463092,FR-832,832,LILLY France SAS,France,FR,100,Holding Account,open,"609849153",LILLY France SAS,24 boulevard Vital Bouhot,CS 50004,Neuilly sur Seine,"92521",FR,France,1,Account holder,,,,LILLY France CHAUDIERES,LILLY France SAS,,,2005,0,1968/08/24,"06700612",0,0,"Lilly France, 2 rue du Colonel Lilly",BP 70419 Fegersheim/,Illkirch cedex,"67412",FR,20,Combustion of fuels,36589,2005-2007,36589,12764,12764,12764,12764,12764,A,36589,2005-2007,36589,12290,25054,25054,12290,12290,A,36588,2005-2007,36588,12521,37575,37575,12521,12521,A,28783,2008-2012,28783,12441,12441,"12441",12441,12441,A,28783,2008-2012,28783,12160,24601,"24601",12160,"12160",A,28783,2008-2012,28783,10300,34901,"34901",10300,"10300",A,28783,2008-2012,28783,9187,44088,"44088",9187,9187,A,28783,2008-2012,28783,8785,52873,"52873",8785,"8785",A,12332,2013-2020,12332,8984,8984,"8984",8984,"8984",A,12118,2013-2020,12118,7368,16352,"16352",7368,"7368",A,11901,2013-2020,11901,7293,23645,"23645",7293,"7293",A,11682,2013-2020,11682,7634,31279,"31279",7634,"7634",A,11461,2013-2020,11461,7503,38782,"38782",7503,"7503",A,11237,2013-2020,11237,6970,45752,"45752",6970,"6970",A,11011,2013-2020,11011,6679,52431,"52431",6679,"6679",A,10784,2013-2020,10784,5036,57467,"57467",5036,"5036",A
2.65050023399,48.0527905601,FR-1087,1087,CRISTAL UNION,France,FR,100,Holding Account,open,"421343369",CRISTAL UNION,Route d'Arcis sur Aube,,VILLETTE SUR AUBE,"10700",FR,France,1,Account holder,,,,CRISTAL UNION Ets de Corbeilles,CRISTAL UNION,,,2005,0,1983/07/08,"10002254",0,0,43 rue de la Libération,/,Corbeilles,"45490",FR,20,Combustion of fuels,48196,2005-2007,48196,,0,45031,,45031,B,48196,2005-2007,48196,91763,91763,91763,91763,46732,A,48196,2005-2007,48196,43804,135567,135567,43804,43804,A,45223,2008-2012,45223,42212,42212,"42212",42212,42212,A,45223,2008-2012,45223,43974,86186,"86186",43974,"43974",A,45223,2008-2012,45223,42397,128583,"128583",42397,"42397",A,45223,2008-2012,45223,43701,172284,"172284",23701,43701,A*,45223,2008-2012,45223,43573,215857,"215857",33573,"43573",A,40249,2013-2020,40249,56513,56513,"56513",56513,"56513",A,39551,2013-2020,39551,51253,107766,"107766",51253,"51253",A,38844,2013-2020,38844,42823,150589,"150589",42823,"42823",A*,38129,2013-2020,38129,41761,192350,"192350",41761,"41761",A,37406,2013-2020,37406,56466,248816,"248816",56466,"56466",A,36677,2013-2020,36677,49743,298559,"298559",49743,"49743",A,35938,2013-2020,35938,45391,343950,"343950",45391,"45391",A,35197,2013-2020,35197,31668,375618,"375618",31668,"31668",A
7.25909420396,48.1007803247,FR-831,831,PAPETERIES DE TURCKHEIM,France,FR,100,Holding Account,closed,"509642799",PAPETERIES DE TURCKHEIM,Route d'Ingersheim,/,Turckheim,"68230",FR,France,1,Account holder,,,,PAPETERIES DE TURCKHEIM,PAPETERIES DE TURCKHEIM,,,2005,2012,1987/10/30,"06700607",0,0,1 Route de la Papeterie,/,Turckeim,"68230",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,73028,2005-2007,73028,,0,62804,,62804,B,73028,2005-2007,73028,122982,122982,122982,122982,60178,A,73029,2005-2007,73029,47644,170626,170626,47644,47644,A,62748,2008-2012,62748,34396,0,"34396",,34396,E*,62748,2008-2012,62748,22084,56480,"56480",19351,"22084",A,62748,2008-2012,62748,,0,"169130",,"18850",D*,62748,2008-2012,62748,,0,Not Calculated,,5530,C*,62748,2008-2012,62748,,0,Not Calculated,,"0",C*,,2013-2020,,,,,,,,,2013-2020,,24380,,,24380,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,
1.06803487468,49.3080967515,FR-274,274,RENAULT CLEON,France,FR,100,Holding Account,open,"410206528",RENAULT CLEON,13-15 Quai Le Gallo,,BOULOGNE BILLANCOURT,"92100",FR,France,1,Account holder,,,,RENAULT CLEON,RENAULT CLEON,,076REN3664,2005,0,2005/11/15,"05800410",0,0,BP 105,BP 105/,Cléon,"76410",FR,20,Combustion of fuels,28239,2005-2007,28239,,0,22514,,22514,B,28239,2005-2007,28239,44490,44490,44490,44490,21976,A,28239,2005-2007,28239,16199,60689,60689,16199,16199,A,22215,2008-2012,22215,12793,12793,"12793",9794,12793,A,22215,2008-2012,22215,11773,24566,"24566",8775,"11773",A,22215,2008-2012,22215,14801,39367,"39367",11801,"14801",A,22215,2008-2012,22215,11924,51291,"51291",7729,11924,A*,22215,2008-2012,22215,13141,64432,"64432",11339,"13141",A,20535,2013-2020,26369,16547,16547,"16547",16547,"16547",A,19408,2013-2020,24629,15318,31865,"31865",15318,"15318",A,11121,2013-2020,15746,16656,48521,"48521",16656,"16656",A,7078,2013-2020,11127,18696,67217,"67217",18696,"18696",A,7428,2013-2020,10918,17417,84634,"84634",17417,"17417",A,7765,2013-2020,10714,18501,103135,"103135",18501,"18501",A,8081,2013-2020,10507,16251,119386,"119386",16251,"16251",A,8376,2013-2020,10297,11947,131333,"131333",11947,"11947",A
2.28517501246,48.2628087686,FR-1086,1086,CRISTAL UNION,France,FR,100,Holding Account,open,"421343369",CRISTAL UNION,Route d'Arcis sur Aube,,VILLETTE SUR AUBE,"10700",FR,France,1,Account holder,,,,CRISTAL UNION - SVI PITHIVIERS LE VIEIL,CRISTAL UNION,,,2005,0,1993/12/30,"10002253",0,0,Sucrerie de Pithiviers le Vieil,1 Rue Etienne Rochette,Pithiviers le Vieil,"45300",FR,20,Combustion of fuels,39731,2005-2007,39731,,0,34054,,34054,B,39731,2005-2007,39731,63115,63115,63115,63115,29061,A,39730,2005-2007,39730,29993,93108,93107,29993,29992,A,34069,2008-2012,34069,30253,30253,"30253",7257,30253,A,34069,2008-2012,34069,38455,68708,"68708",38455,"38455",A,34069,2008-2012,34069,40569,109277,"109277",40569,"40569",A,34069,2008-2012,34069,41732,151009,"151009",41732,41732,A*,34069,2008-2012,34069,32424,183433,"183433",32424,"32424",A,34417,2013-2020,34417,35937,35937,"35937",35937,"35937",A,33819,2013-2020,33819,35912,71849,"71849",35912,"35912",A,33215,2013-2020,33215,33402,105251,"105251",33402,"33402",A*,32604,2013-2020,32604,29456,134707,"134707",29456,"29456",A,31986,2013-2020,31986,41823,176530,"176530",41823,"41823",A,31362,2013-2020,31362,32850,209380,"209380",32850,"32850",A,30730,2013-2020,30730,34434,243814,"243814",34434,"34434",A,30096,2013-2020,30096,27171,270985,"270985",27171,"27171",A
7.92255309446,48.893487303,FR-830,830,WIENERBERGER,France,FR,100,Holding Account,open,"548500982",WIENERBERGER,8 rue du  Canal,/,Achenheim,"67204",FR,France,1,Account holder,,,,WIENERBERGER - Betschdorf,WIENERBERGER,,067USI57,2005,0,1995/04/05,"06700598",0,0,75 rue du Docteur Deutsch,/,BETSCHDORF,"67660",FR,32,Manufacture of ceramics,72151,2005-2007,72151,,,31035,,31035,B,72151,2005-2007,72151,,,74833,,43798,A,72152,2005-2007,72152,,,113220,,38387,A,31517,2008-2012,31517,,,"24805",,24805,A,31517,2008-2012,31517,,,"36358",,"11553",A,31517,2008-2012,31517,,,"52178",,"15820",A,31517,2008-2012,31517,,,"69764",,17586,A,31517,2008-2012,31517,,,"83995",,"14231",B,29638,2013-2020,29638,,,"19126",,"19126",A,29124,2013-2020,29124,,,"37450",,"18324",A,28602,2013-2020,28602,,,"53201",,"15751",A,28076,2013-2020,28076,,,"71627",,"18426",A,27545,2013-2020,27545,,,"90135",,"18508",A,17634,2013-2020,17634,,,"109650",,"19515",A,17279,2013-2020,17279,,,"128853",,"19203",A,16922,2013-2020,16922,,,"147855",,"19002",A
3.96243530235,49.8778828965,FR-18,18,AHLSTROM CHANTRAINE,France,FR,100,Holding Account,closed,"323347062",AHLSTROM CHANTRAINE,25 rue de Chantraine,/,ROUGERIES,"02140",FR,France,1,Account holder,,,,AHLSTROM CHANTRAINE,AHLSTROM CHANTRAINE,,,2005,2011,1980/08/05,"05100557",0,0,Rougeries,/,Rougeries,"02140",FR,9,Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board,22946,2005-2007,22946,,0,16303,,16303,B,22946,2005-2007,22946,32290,32290,32290,32290,15987,A,22945,2005-2007,22945,16764,49054,49054,16764,16764,A,19716,2008-2012,19716,4254,4254,Not Calculated,4049,4254,C*,19716,2008-2012,19716,,4254,"4254",,"0",A*,0,2008-2012,0,,4254,"4254",,"0",A,0,2008-2012,0,,,,,0,,0,2008-2012,0,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,
0.960434375937,44.6091963287,FR-98,98,LHOIST FRANCE OUEST,France,FR,100,Holding Account,open,"816020283",LHOIST FRANCE OUEST,15 Rue Henri Dagalier,/,Grenoble,"38100",FR,France,1,Account holder,,,,LFO SAUVETERRE,LHOIST FRANCE OUEST,,,2005,0,2000/01/20,"05202289",0,0,Chaux du Périgord,BP 6,Sauveterre la Lemance,"47500",FR,30,"Production of lime, or calcination of dolomite/magnesite",64999,2005-2007,64999,4372,4372,69371,4372,69371,B,64999,2005-2007,64999,138292,142664,142664,138292,73293,A,65000,2005-2007,65000,72105,214769,214769,72105,72105,A,68299,2008-2012,68299,63637,63637,"63637",63637,63637,A,68299,2008-2012,68299,64019,127656,"127656",59474,"64019",A,68299,2008-2012,68299,59536,187192,"187192",54991,"59536",A,68299,2008-2012,68299,61491,248683,"248683",56946,61491,A,68299,2008-2012,68299,68803,317486,"317486",36337,"68803",A,82059,2013-2020,82059,92292,92292,"92292",92292,"92292",A*,80634,2013-2020,80634,74471,166763,"166763",74471,"74471",A*,79192,2013-2020,79192,43183,209946,"209946",43183,"43183",A,77735,2013-2020,77735,40123,250069,"250069",40123,"40123",A,76262,2013-2020,76262,42738,292807,"292807",42738,"42738",A,74775,2013-2020,74775,44186,336993,"336993",44186,"44186",A,73269,2013-2020,73269,45244,382237,"382237",45244,"45244",A,71758,2013-2020,71758,40765,423002,"423002",40765,"40765",A
7.18808543159,48.1836015307,FR-829,829,DS SMITH PAPER KAYSERSBERG,France,FR,100,Holding Account,open,"522130228",DS SMITH PAPER KAYSERSBERG,77 route de la Poutroie,,Kaysersberg Vignoble,"68240",FR,France,1,Account holder,,,,DS SMITH PAPER KAYSERSBERG,DS SMITH PAPER KAYSERSBERG,,068DAY151,2005,0,1983/08/23,"06700567",0,0,77 Route de Lapoutroie,77 Route de Lapoutroie,Kaysersberg Vignoble,"68240",FR,36,Production of paper or cardboard,102057,2005-2007,102057,,0,71827,,71827,B,102057,2005-2007,102057,140357,140357,140357,140357,68530,A,102058,2005-2007,102058,66899,207256,207256,66899,66899,A,87690,2008-2012,87690,62378,62378,"62378",53957,62378,A*,87690,2008-2012,87690,56460,118838,"118838",48838,"56460",A,87690,2008-2012,87690,59412,178250,"178250",46097,"59412",A,87690,2008-2012,87690,60353,238603,"238603",42359,60353,A*,87690,2008-2012,87690,56995,295598,"295598",45157,"56995",A,44427,2013-2020,44427,57486,57486,"57486",57486,"57486",A*,43655,2013-2020,43655,53947,111433,"111433",53947,"53947",A,42875,2013-2020,42875,52143,163576,"163576",52143,"52143",A,42085,2013-2020,42085,50176,213752,"213752",50176,"50176",A,41288,2013-2020,41288,51763,265515,"265515",51763,"51763",A,40482,2013-2020,40482,51276,316791,"316791",51276,"51276",A,39667,2013-2020,39667,49471,366262,"366261",49471,"49470",A,38850,2013-2020,38850,47970,414232,"414232",47970,"47971",A
1.94950200368,47.2199114874,FR-1085,1085,GRTGAZ,France,FR,100,Holding Account,closed,"440117620",GRTGAZ,1-3 rue du Commandant d'Estienne d'Orves,/,Villeneuve La Garenne,"92390",FR,France,1,Account holder,,,,Station compres.de Méry sur Cher (GDF),GRTGAZ,,,2005,2012,1972/03/30,"10002048",0,0,50 rue Jean-Jacques Rousseau,/,Vierzon,"18100",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,151,2005-2007,151,,0,0,,0,A,151,2005-2007,151,12,12,12,12,12,A,150,2005-2007,150,13,25,25,13,13,A,153,2008-2012,153,,0,"0",,0,A,153,2008-2012,153,,0,"0",,"0",A,153,2008-2012,153,,0,"0",,"0",A,153,2008-2012,153,,0,"0",,0,A,153,2008-2012,153,,0,"0",,"0",A,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,
7.49270791037,47.7858970322,FR-828,828,EUROGLAS SA,France,FR,100,Holding Account,open,"354095127",EUROGLAS SA,Zone Industrielle,,HOMBOURG,"68490",FR,France,1,Account holder,,,,EUROGLAS,EUROGLAS SA,,,2005,0,1993/10/05,"06700541",0,0,Hombourg,/,Hombourg,"68490",FR,35,Production of pulp,93194,2005-2007,93194,97683,97683,97683,97683,97683,A,93194,2005-2007,93194,98419,196102,196102,98419,98419,A,93194,2005-2007,93194,99620,295722,295722,99620,99620,A,92362,2008-2012,92362,65216,65216,"65216",52747,65216,A*,92362,2008-2012,92362,91665,156881,"156881",79196,"91665",A,120531,2008-2012,120531,97406,254287,"254287",84937,"97406",A,120531,2008-2012,120531,97802,352089,"352089",75333,97802,A*,120531,2008-2012,120531,97703,449792,"449792",81432,"97703",A,89783,2013-2020,89783,102550,102550,"102550",102550,"102550",A,88223,2013-2020,88223,106054,208604,"208604",106054,"106054",A,86646,2013-2020,86646,107748,316352,"316352",107748,"107748",A,85051,2013-2020,85051,105174,421526,"421526",105174,"105174",A,83440,2013-2020,83440,104145,525671,"525671",104145,"104145",A,81813,2013-2020,81813,103155,628826,"628826",103155,"103155",A,80166,2013-2020,80166,106396,735222,"735222",106396,"106396",A,78512,2013-2020,78512,102878,838100,"838100",102878,"102878",A
2.40417137557,47.0749572013,FR-1084,1084,BOURGES BIO ENERGIE SERVICES,France,FR,100,Holding Account,closed,"503589459",BOURGES BIO ENERGIE SERVICES,Avenue de la Prospective,/,Bourges,"18000",FR,France,1,Account holder,,,,BBES CHAUFFERIE ZUP DE LA CHANCELLERIE,BOURGES BIO ENERGIE SERVICES,,,2005,2012,2005/06/17,"10001894",0,0,Chemin de Montboulin,/,Bourges,"18000",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,59542,2005-2007,59542,,0,44876,,44876,B,59542,2005-2007,59542,86440,86440,86440,86440,41564,A,59541,2005-2007,59541,38008,124448,124448,38008,38008,A,41047,2008-2012,41047,40646,40646,"40646",35105,40646,A,41047,2008-2012,41047,29824,53659,"70470",26824,"29824",E*,16009,2008-2012,16009,7255,,,7255,"7255",,16009,2008-2012,16009,8181,85906,"85906",,8181,A,16009,2008-2012,16009,,0,Not Calculated,,"4842",C*,,2013-2020,,4842,,,4842,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,
4.94413967569,43.9491839695,FR-599,599,PAPETERIES DE GROMELLE,France,FR,100,Holding Account,closed,"326242872",PAPETERIES DE GROMELLE,Allée de Gromelle,BP 1/,Saint Saturnin les Avignon,"84450",FR,France,1,Account holder,,,,PAPETERIES DE GROMELLE,PAPETERIES DE GROMELLE,,,2005,2014,1999/02/04,"06400488",0,0,Saint-Saturnin-lès-Avignon,BP 1/,Saint Saturnin les Avignon,"84450",FR,35,Production of pulp,6147,2005-2007,6147,5364,5364,5364,5364,5364,A,6147,2005-2007,6147,5039,10403,10403,5039,5039,A,6147,2005-2007,6147,4805,15208,15208,4805,4805,A,5282,2008-2012,5282,4480,0,"4480",4480,4480,B,5282,2008-2012,5282,4117,4480,"8597",4117,"4117",B,5282,2008-2012,5282,4061,12658,"12658",4061,"4061",A,5282,2008-2012,5282,4125,16783,"16782",4125,4124,A*,5282,2008-2012,5282,3185,19968,"19967",,"3185",A,3379,2013-2020,3379,,0,"818",,"818",B*,3320,2013-2020,3320,818,818,"818",818,"0",A,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,
0.140153719153,49.498452502,FR-273,273,RENAULT SANDOUVILLE,France,FR,100,Holding Account,open,"410206270",RENAULT SANDOUVILLE,13-15 quai Le Gallo,,Boulogne-Billancourt,"92100",FR,France,1,Account holder,,,,SNC RENAULT SANDOUVILLE,RENAULT SANDOUVILLE,,076SNC5435,2005,0,2005/11/15,"05800409",0,0,Zone industrielle portuaire du Havre n° 5106,BP 134,Le Havre Cedex,"76051",FR,20,Combustion of fuels,13447,2005-2007,13447,,0,11187,,11187,B,13447,2005-2007,13447,20401,20401,20401,20401,9214,A,13447,2005-2007,13447,8095,28496,28496,8095,8095,A,10579,2008-2012,10579,7281,7281,"7281",5853,7281,A,10579,2008-2012,10579,5996,13277,"13277",4568,"5996",A,10579,2008-2012,10579,9030,22307,"22307",7602,"9030",A,10579,2008-2012,10579,5738,28045,"28045",3740,5738,A*,10579,2008-2012,10579,3661,31706,"31706",3661,"3661",A,15885,2013-2020,15885,17423,17423,"17423",17423,"17423",A,14217,2013-2020,14217,22916,40339,"40339",22916,"22916",A,30409,2013-2020,30409,31278,71617,"71617",31278,"31278",A,29849,2013-2020,29849,33198,104815,"104815",33198,"33198",A,29283,2013-2020,29283,35727,140542,"140542",35727,"35727",A,28712,2013-2020,28712,31594,172136,"172136",31594,"31594",A,28134,2013-2020,28134,29532,201668,"201668",29532,"29532",A,27554,2013-2020,27554,22601,224269,"224269",22601,"22601",A
7.49270791037,47.7858970322,FR-827,827,ALSACHIMIE,France,FR,100,Holding Account,open,"844234971",ALSACHIMIE,Route Départementale 52,,Chalampé,"68490",FR,France,1,Account holder,,,,ALSACHIMIE,ALSACHIMIE,,068RHO4041,2005,0,1990/07/20,"06700538",0,0,Route Départementale 52,/,Chalampé,"68490",FR,20,Combustion of fuels,552064,2005-2007,552064,0,0,485704,0,485704,B,552064,2005-2007,552064,980489,980489,980489,980489,494785,A,552063,2005-2007,552063,486689,1467178,1467178,486689,486689,A,461934,2008-2012,461934,453386,453386,"453386",453386,453386,A,461934,2008-2012,461934,424467,877853,"877853",424467,"424467",A*,461934,2008-2012,461934,483179,1361032,"1361032",483179,"483179",A,461934,2008-2012,461934,471522,1832554,"1832554",471522,471522,A*,461934,2008-2012,461934,457408,2289962,"2289962",145603,"457408",A,944295,2013-2020,944295,617495,617495,"617495",617495,"617495",A*,927893,2013-2020,927893,571816,1189311,"1189311",571816,"571816",A*,911298,2013-2020,911298,514988,1704299,"1704299",514988,"514988",A*,894532,2013-2020,894532,518772,2223071,"2223071",518772,"518772",A*,877584,2013-2020,877584,1185667,3408738,"3408738",1185667,"1185667",A,860470,2013-2020,860470,454008,3862746,"3862746",454008,"454008",A,843145,2013-2020,843145,369610,4232356,"4232356",369610,"369610",A,825758,2013-2020,825758,329731,4562087,"4562087",329731,"329731",A
1.37611606492,47.3944986004,FR-1083,1083,STORENGY FRANCE,France,FR,100,Holding Account,open,"487650632",STORENGY FRANCE,"Immeuble Djinn , 12 Rue Raoul Nordling",CS 70001,BOIS-COLOMBES Cedex,"92274",FR,France,1,Account holder,,,,Storengy France - Stockage de Chémery,STORENGY,,,2005,0,1978/04/07,"10001770",0,0,Cedex 714,/,Chemery,"41700",FR,20,Combustion of fuels,34467,2005-2007,34467,28153,28153,62620,28153,62620,B,34467,2005-2007,34467,97444,125597,125597,97444,62977,A,34466,2005-2007,34466,24445,150042,150042,24445,24445,A,60180,2008-2012,60180,32579,32579,"32579",,32579,A,60180,2008-2012,60180,45658,78237,"78237",37637,"45658",A,60180,2008-2012,60180,43465,121702,"121702",43465,"43465",A,60180,2008-2012,60180,29217,150919,"150919",29217,29217,A,60180,2008-2012,60180,32340,183259,"183259",32340,"32340",A,33038,2013-2020,33038,53050,53050,"53050",53050,"53050",A*,29566,2013-2020,29566,41739,94789,"94789",41739,"41739",A,26188,2013-2020,26188,35647,130436,"130436",35647,"35647",A*,22912,2013-2020,22912,36411,166847,"166847",36411,"36411",A,19739,2013-2020,19739,17677,184524,"184524",17677,"17677",A,5706,2013-2020,5706,37762,222286,"222286",37762,"37762",A,13694,2013-2020,13694,41931,264217,"264217",41931,"41931",A,10834,2013-2020,10834,34887,299104,"299104",34887,"34887",A
-0.548307688841,45.0115337381,FR-72,72,YARA FRANCE,France,FR,100,Holding Account,open,"622042422",YARA FRANCE,77 esplanade du Général de Gaulle,4 place des Pyramides- Tour Opus 12,Paris La Défense Cedex,"92081",FR,France,1,Account holder,,,,YARA FRANCE - USINE D'AMBES,YARA FRANCE,,,2005,0,1990/05/17,"05200259",0,0,Chemin de Pietru,/,AMBES,"33810",FR,20,Combustion of fuels,8555,2005-2007,8555,,0,2372,,2372,B,8555,2005-2007,8555,6851,6851,6851,6851,4479,A,8555,2005-2007,8555,3029,9880,9880,3029,3029,A,7159,2008-2012,7159,3595,3595,"3595",3595,3595,A,7159,2008-2012,7159,2186,5781,"5781",2186,"2186",A,7159,2008-2012,7159,1345,7126,"7126",1345,"1345",A,7159,2008-2012,7159,2879,10005,"10005",2879,2879,A*,7159,2008-2012,7159,3079,13084,"13084",1312,"3079",A,122705,2013-2020,122705,71675,71675,"71675",71675,"71675",A*,120573,2013-2020,120573,76341,148016,"148016",76341,"76341",A*,118417,2013-2020,118417,62660,210676,"210676",62660,"62660",A*,116238,2013-2020,116238,54597,265273,"265273",54597,"54597",A*,114036,2013-2020,114036,52695,317968,"317968",52695,"52695",A,111812,2013-2020,111812,59895,377863,"377863",59895,"59895",A,109561,2013-2020,109561,60436,438299,"438299",60436,"60436",A,107302,2013-2020,107302,46828,485127,"485127",46828,"46828",A
