X,Y,seqe_id,account_holder_name,installation_name,parent_company,zip_code,country,main_activity_type_code,main_activity_type_code_lookup,year,emissions,kind
1.432094901,43.596037953,887,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL RANGUEIL,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2007,12454,Combustion
1.432094901,43.596037953,887,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL RANGUEIL,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2008,13228,Combustion
1.432094901,43.596037953,887,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL RANGUEIL,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2009,13526,Combustion
1.432094901,43.596037953,887,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL RANGUEIL,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2010,0,Combustion
1.432094901,43.596037953,887,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL RANGUEIL,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2011,0,Combustion
6.175258299,48.690068976,463,OPAC DE NANCY,OFFICE HLM HAUT DU LIÈVRE,OPAC DE NANCY,"54100",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2005,13569,Combustion
6.175258299,48.690068976,463,OPAC DE NANCY,OFFICE HLM HAUT DU LIÈVRE,OPAC DE NANCY,"54100",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2006,13956,Combustion
6.175258299,48.690068976,463,OPAC DE NANCY,OFFICE HLM HAUT DU LIÈVRE,OPAC DE NANCY,"54100",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2007,12612,Combustion
6.175258299,48.690068976,463,OPAC DE NANCY,OFFICE HLM HAUT DU LIÈVRE,OPAC DE NANCY,"54100",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2008,11924,Combustion
6.175258299,48.690068976,463,OPAC DE NANCY,OFFICE HLM HAUT DU LIÈVRE,OPAC DE NANCY,"54100",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2009,0,Combustion
6.175258299,48.690068976,463,OPAC DE NANCY,OFFICE HLM HAUT DU LIÈVRE,OPAC DE NANCY,"54100",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2010,0,Combustion
6.175258299,48.690068976,463,OPAC DE NANCY,OFFICE HLM HAUT DU LIÈVRE,OPAC DE NANCY,"54100",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2011,0,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2005,21482,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2006,20766,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2007,19900,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2008,20749,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2009,20642,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2010,21458,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2011,18908,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2012,20209,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2013,16570,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2014,9133,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2015,8447,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2016,2189,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2017,1674,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2018,1885,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2019,1742,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2020,1917,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2021,5111,Combustion
2.536314005,48.959610617,754,GEOPICTA,GEOPICTA - CHAUFFERIE URBAINE DE VILLEPINTE,GEOPICTA,"93420",FR,20,Combustion of fuels,2022,4878,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2005,9358,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2006,8409,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2007,8250,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2008,8547,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2009,8426,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2010,8554,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2011,8273,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2012,7889,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2013,8563,Combustion
-0.079879857,48.833877888,65,SVD 17,DALKIA - CHAUFFERIE LES MARTINETS,DALKIA FRANCE,"61160",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2014,0,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2005,22579,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2006,18712,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2007,14924,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2008,15353,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2009,16399,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2010,14270,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2011,6626,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2012,8881,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2013,8844,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2014,6350,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2015,5564,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2016,6985,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2017,15179,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2018,29888,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2019,26861,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2020,24414,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2021,28070,Combustion
1.3798448,43.641575751,886,CONSTELLATION UTILITES SERVICES,CUS - AEROCONSTELLATION,CONSTELLATION UTILITES SERVICES,"31700",FR,20,Combustion of fuels,2022,22615,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2005,18237,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2006,18471,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2007,18209,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2008,17463,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2009,20976,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2010,17086,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2011,7372,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2012,14843,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2013,16181,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2014,7066,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2015,10757,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2016,15085,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2017,14833,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2018,15160,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2019,16648,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2020,14201,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2021,15350,Combustion
6.175258299,48.690068976,462,ESTIA RESEAUX DE CHALEUR,ESTIA RESEAUX - NANCY CHAUFFERIE URBAINE,ESTIA RESEAUX DE CHALEUR,"54000",FR,20,Combustion of fuels,2022,13914,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2005,35102,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2006,33068,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2007,28365,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2008,28027,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2009,28632,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2010,30947,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2011,25701,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2012,28187,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2013,27630,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2014,22143,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2015,23691,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2016,14432,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2017,16403,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2018,16400,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2019,16584,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2020,17819,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2021,17532,Combustion
5.00482714,47.292610443,151,Société Dijonnaise d'Energie Nouvelle- SODIEN,SODIEN - CHAUFFERIE DE CHENÔVE,SODIEN,"21300",FR,20,Combustion of fuels,2022,12707,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2005,19230,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2006,16988,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2007,15078,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2008,15321,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2009,17478,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2010,19233,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2011,10520,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2012,6326,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2013,8154,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2014,6137,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2015,5069,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2016,6085,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2017,4908,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2018,5373,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2019,4846,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2020,6503,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2021,5373,Combustion
2.484137001,48.902243865,753,SOCIETE THERMIQUE DE BONDY (STB),SOCIETE THERMIQUE DE BONDY,CORIANCE,"93140",FR,20,Combustion of fuels,2022,5366,Combustion
1.432094901,43.596037953,885,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL PURPAN,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2005,9300,Combustion
1.432094901,43.596037953,885,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL PURPAN,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2006,8743,Combustion
1.432094901,43.596037953,885,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL PURPAN,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2007,9715,Combustion
1.432094901,43.596037953,885,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL PURPAN,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2008,9657,Combustion
1.432094901,43.596037953,885,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL PURPAN,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2009,9061,Combustion
1.432094901,43.596037953,885,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL PURPAN,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2010,0,Combustion
1.432094901,43.596037953,885,CHU DE TOULOUSE,CHU DE TOULOUSE - HÔPITAL PURPAN,CHU DE TOULOUSE,"31059",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,2011,0,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2005,32826,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2006,32585,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2007,31184,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2008,32823,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2009,33133,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2010,35701,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2011,30618,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2012,33183,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2013,30065,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2014,22915,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2015,31615,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2016,31756,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2017,30601,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2018,30701,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2019,30916,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2020,29555,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2021,29373,Combustion
2.439842933,48.907435801,752,IDEX ENERGIES,SEMECO IDEX ENERGIES - CHAUFFERIE DE BOBIGNY,IDEX ENERGIES,"93000",FR,20,Combustion of fuels,2022,24724,Combustion
3.140253373,46.94196697,150,DALKIA,CHAUFFERIE URBAINE DU BANLAY (NEVERS),EDF,"58000",FR,20,Combustion of fuels,2005,11822,Combustion
